Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,EmployeeID
Bachelors,2017,Bangalore,3,28,Male,No,5,0,1712
Bachelors,2015,New Delhi,2,24,Female,No,2,1,1949
Bachelors,2014,Bangalore,3,26,Male,No,4,0,1792
Bachelors,2015,Bangalore,3,39,Female,No,0,0,4553
Masters,2017,Pune,3,24,Female,No,2,0,1279
Bachelors,2016,New Delhi,3,26,Female,No,4,0,2913
Bachelors,2016,Pune,3,27,Female,No,5,1,1418
Bachelors,2013,Bangalore,3,28,Male,No,0,0,1134
Bachelors,2017,New Delhi,3,36,Female,No,0,0,3997
Bachelors,2014,Bangalore,3,36,Male,No,0,0,3629
Bachelors,2017,Pune,2,24,Male,No,2,1,851
PHD,2015,Bangalore,3,29,Female,No,1,0,2231
Bachelors,2017,Bangalore,3,27,Female,No,5,0,2772
Bachelors,2014,Bangalore,3,34,Male,No,5,0,4484
Bachelors,2013,Bangalore,3,27,Male,No,5,0,2562
Masters,2015,Pune,3,28,Female,Yes,2,0,546
Bachelors,2016,New Delhi,3,37,Male,No,3,0,3825
Bachelors,2013,Bangalore,3,26,Male,No,4,0,175
Bachelors,2013,Bangalore,3,34,Female,No,2,0,3443
Bachelors,2017,Pune,3,36,Female,No,0,1,3315
Bachelors,2013,Bangalore,1,40,Male,No,2,0,3368
Masters,2017,New Delhi,2,26,Female,No,4,1,898
Bachelors,2012,New Delhi,3,26,Male,No,4,0,1126
Bachelors,2017,New Delhi,2,26,Female,No,4,0,2967
Bachelors,2017,New Delhi,3,25,Female,No,3,0,1413
Bachelors,2015,Pune,3,24,Female,No,2,1,1897
Bachelors,2014,Pune,2,26,Female,No,4,1,1426
Bachelors,2017,New Delhi,1,38,Female,No,1,1,3190
Bachelors,2017,New Delhi,3,28,Male,No,2,0,139
Bachelors,2013,Pune,3,26,Male,No,4,0,2461
Bachelors,2016,Bangalore,3,39,Female,No,4,0,3952
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1394
Bachelors,2016,Pune,3,28,Male,No,2,0,2143
Bachelors,2017,New Delhi,2,25,Male,No,3,0,1983
Masters,2017,New Delhi,2,25,Male,No,3,0,555
Bachelors,2015,Bangalore,3,33,Male,Yes,4,0,4653
Masters,2013,New Delhi,3,27,Male,No,5,0,284
Bachelors,2017,New Delhi,2,27,Female,No,5,0,1768
Masters,2017,Pune,3,25,Male,No,3,0,1836
Masters,2018,New Delhi,3,28,Male,No,2,1,1434
Bachelors,2018,Bangalore,3,38,Male,Yes,1,1,3576
Bachelors,2015,Pune,3,35,Male,No,3,0,3582
Bachelors,2015,Bangalore,3,28,Male,No,3,0,384
Bachelors,2015,Pune,2,27,Female,No,5,1,814
Bachelors,2013,Pune,3,26,Male,No,4,0,1997
Masters,2017,Bangalore,1,27,Male,No,5,0,2307
Bachelors,2015,Bangalore,3,36,Male,No,5,0,3017
Bachelors,2013,Bangalore,3,25,Male,No,3,0,602
Bachelors,2016,Bangalore,3,26,Male,No,4,0,265
Bachelors,2015,Pune,2,30,Female,No,2,1,2360
Bachelors,2014,Bangalore,3,28,Male,No,2,1,1956
Bachelors,2016,Bangalore,3,34,Male,No,4,0,65
Bachelors,2012,Bangalore,3,25,Male,No,3,0,469
Bachelors,2012,Bangalore,3,34,Male,No,5,0,3596
Bachelors,2012,Pune,3,27,Male,No,5,0,308
Bachelors,2014,Bangalore,3,25,Male,No,3,0,1275
Bachelors,2015,Bangalore,3,28,Female,No,1,0,1011
Bachelors,2017,Pune,2,41,Female,No,2,1,3239
Bachelors,2017,Bangalore,3,39,Male,No,5,0,3969
Bachelors,2015,Pune,3,26,Female,No,4,1,351
Bachelors,2014,Bangalore,3,39,Male,No,0,0,4494
Bachelors,2014,New Delhi,3,27,Female,Yes,5,0,303
Bachelors,2017,New Delhi,3,27,Male,No,5,0,4223
Masters,2017,Bangalore,3,28,Female,No,0,1,1980
Masters,2016,New Delhi,3,25,Male,No,3,0,1406
Bachelors,2014,Bangalore,3,26,Male,No,4,0,2149
Bachelors,2018,Bangalore,3,26,Male,No,4,1,768
Bachelors,2012,Bangalore,3,26,Female,No,4,0,2748
Masters,2013,New Delhi,1,24,Female,No,2,1,1042
Bachelors,2018,Bangalore,3,28,Male,No,1,1,2598
Bachelors,2014,Bangalore,3,27,Male,No,5,0,253
Bachelors,2016,New Delhi,3,31,Female,No,4,0,3065
PHD,2013,New Delhi,3,27,Female,No,5,0,2579
Bachelors,2013,Bangalore,3,24,Female,No,2,1,1449
Bachelors,2012,Bangalore,3,25,Male,No,3,0,355
PHD,2017,Pune,3,28,Male,No,1,0,1738
Bachelors,2017,Pune,3,33,Male,No,1,0,3828
Bachelors,2012,Bangalore,3,26,Male,No,4,0,569
Bachelors,2014,Pune,1,37,Female,No,4,1,4188
Bachelors,2012,Pune,2,27,Female,No,5,1,2946
Bachelors,2012,Pune,3,36,Male,No,1,0,3281
Bachelors,2017,Bangalore,3,29,Female,No,5,0,2823
Masters,2017,New Delhi,2,26,Female,No,4,0,1819
Bachelors,2015,Bangalore,3,26,Male,No,4,0,4151
Bachelors,2015,Bangalore,3,41,Male,No,1,0,3773
Bachelors,2013,Pune,3,27,Male,No,5,0,1722
Bachelors,2012,Bangalore,3,27,Male,No,5,1,180
Bachelors,2015,Bangalore,1,32,Male,Yes,0,1,3870
Bachelors,2014,Pune,3,24,Male,No,2,0,1124
Bachelors,2014,Bangalore,3,28,Male,No,3,0,1807
Bachelors,2017,Bangalore,3,30,Male,No,1,0,2348
Bachelors,2014,Bangalore,1,27,Male,No,5,0,74
Bachelors,2017,Bangalore,3,28,Female,No,2,0,2062
Masters,2016,New Delhi,3,30,Male,No,3,0,2867
Bachelors,2012,Bangalore,1,28,Male,No,3,0,1572
Masters,2017,New Delhi,2,28,Female,No,2,0,1743
Masters,2012,New Delhi,3,28,Male,No,2,0,930
Bachelors,2013,Bangalore,1,40,Male,No,2,0,3368
Bachelors,2015,Bangalore,3,28,Female,No,0,0,2539
Bachelors,2013,New Delhi,2,26,Female,No,4,1,2972
Bachelors,2015,New Delhi,3,26,Female,Yes,4,0,325
Bachelors,2017,New Delhi,2,41,Female,No,2,1,3856
Bachelors,2013,Pune,2,37,Male,Yes,5,0,4499
Masters,2017,Bangalore,3,40,Female,No,4,0,3003
Bachelors,2012,Pune,3,26,Male,No,4,0,2979
Masters,2017,New Delhi,3,27,Male,Yes,5,1,2414
Bachelors,2014,Bangalore,3,37,Male,No,4,0,3545
Bachelors,2017,Pune,2,38,Female,No,0,0,3030
Masters,2013,New Delhi,3,26,Male,No,4,0,2036
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,2677
Bachelors,2016,Bangalore,3,29,Male,No,2,0,2104
Masters,2017,New Delhi,3,26,Male,No,4,1,1748
Bachelors,2012,Bangalore,3,26,Female,No,4,0,405
Bachelors,2017,New Delhi,2,36,Male,No,2,0,3118
Masters,2014,New Delhi,3,28,Female,No,2,0,2939
Bachelors,2017,Bangalore,3,27,Male,No,5,0,203
Bachelors,2013,Bangalore,3,28,Male,No,1,0,127
Bachelors,2012,Pune,2,27,Female,No,5,1,932
Masters,2017,Bangalore,3,26,Male,No,4,1,2339
Bachelors,2017,Pune,3,31,Male,Yes,0,0,3200
Bachelors,2012,Bangalore,3,24,Male,No,2,1,158
Masters,2017,New Delhi,3,39,Female,No,5,1,3295
Bachelors,2014,Pune,2,31,Male,No,3,1,3583
Bachelors,2014,Bangalore,3,29,Male,No,1,0,2218
Bachelors,2014,Bangalore,3,27,Male,No,5,1,1171
Bachelors,2013,Bangalore,3,27,Male,No,5,0,554
Bachelors,2016,Bangalore,3,34,Male,Yes,4,0,3063
Masters,2017,New Delhi,2,26,Female,Yes,4,1,2355
Bachelors,2015,Pune,3,28,Male,No,3,0,615
Bachelors,2012,Bangalore,3,40,Male,No,4,0,3628
Bachelors,2015,Pune,3,28,Male,No,2,0,389
Bachelors,2012,Bangalore,3,33,Female,No,4,0,3669
Bachelors,2015,Pune,3,40,Female,Yes,2,1,3564
Masters,2017,Pune,2,26,Male,No,4,0,845
Bachelors,2015,Bangalore,3,41,Male,No,0,0,3464
Bachelors,2014,Bangalore,1,28,Male,No,2,1,2318
PHD,2012,Pune,3,27,Male,No,5,0,1369
Bachelors,2018,Bangalore,3,29,Male,No,1,1,2175
Bachelors,2012,Pune,3,29,Male,No,0,0,2640
Bachelors,2013,New Delhi,2,25,Female,No,3,1,1149
Bachelors,2012,Bangalore,3,37,Female,No,5,1,3080
Bachelors,2013,Pune,3,33,Male,No,5,0,4135
Masters,2017,New Delhi,3,26,Female,No,4,1,103
Bachelors,2014,Bangalore,3,28,Female,No,1,1,1969
Bachelors,2014,Bangalore,3,26,Male,No,4,0,2514
Bachelors,2015,Pune,3,30,Female,No,0,1,2592
Bachelors,2013,Bangalore,3,25,Female,No,3,0,1266
Bachelors,2016,Pune,3,27,Male,No,5,0,1442
Masters,2017,Bangalore,3,39,Female,No,4,1,3132
PHD,2012,New Delhi,3,25,Male,No,3,0,4201
Bachelors,2016,Bangalore,3,26,Male,No,4,0,1849
Bachelors,2013,Bangalore,3,25,Female,No,3,0,1566
Bachelors,2017,Bangalore,3,32,Male,No,4,0,3827
Bachelors,2015,Pune,1,34,Female,No,3,1,3762
Bachelors,2015,Pune,3,28,Female,Yes,2,1,2000
Bachelors,2013,Bangalore,3,26,Female,No,4,0,2256
Bachelors,2014,New Delhi,3,32,Male,No,5,0,4263
Bachelors,2018,Bangalore,3,32,Male,Yes,1,1,4632
Bachelors,2015,Pune,2,27,Female,Yes,5,1,2416
Masters,2017,Pune,2,27,Female,No,5,1,4180
Bachelors,2018,Pune,3,29,Male,Yes,1,1,2222
Bachelors,2013,Pune,3,26,Female,Yes,4,0,855
PHD,2012,New Delhi,3,24,Male,No,2,0,741
Bachelors,2015,Bangalore,3,39,Male,Yes,2,0,3229
Bachelors,2012,Bangalore,3,25,Female,No,3,0,747
Masters,2017,Pune,2,27,Male,Yes,5,1,2718
Bachelors,2014,Pune,3,26,Male,No,4,0,1585
Bachelors,2015,Bangalore,3,39,Male,No,5,1,3506
Bachelors,2014,Bangalore,3,32,Male,No,1,0,4427
Bachelors,2013,New Delhi,3,28,Female,Yes,3,0,795
Bachelors,2017,Pune,2,34,Female,No,3,1,3757
Bachelors,2016,Bangalore,3,34,Male,No,1,0,4311
Bachelors,2017,Bangalore,3,27,Male,No,5,0,890
PHD,2014,New Delhi,3,28,Male,No,2,1,670
PHD,2013,New Delhi,3,27,Female,No,5,0,2579
Bachelors,2016,Bangalore,3,40,Male,No,0,1,3439
PHD,2015,Bangalore,3,40,Male,No,3,0,3598
Masters,2012,New Delhi,3,34,Female,No,3,0,3905
Bachelors,2014,Bangalore,3,24,Male,No,2,0,1155
Bachelors,2017,New Delhi,3,41,Male,No,2,0,3528
Bachelors,2015,Pune,2,29,Female,No,2,1,2382
Masters,2017,Pune,3,33,Male,No,4,1,3077
Bachelors,2017,Bangalore,3,28,Female,No,3,1,1817
Masters,2017,Pune,2,27,Male,No,5,0,2942
Masters,2015,Bangalore,3,32,Female,No,2,1,3183
Bachelors,2017,Bangalore,3,27,Male,No,5,1,2764
Bachelors,2013,Bangalore,3,31,Male,No,2,0,3817
Bachelors,2013,Bangalore,2,30,Female,No,1,1,2207
Bachelors,2018,Pune,3,26,Male,No,4,1,595
PHD,2014,New Delhi,2,37,Female,No,5,0,3985
Bachelors,2013,Pune,2,26,Female,No,4,1,1233
Bachelors,2015,Bangalore,2,25,Female,No,3,1,110
Bachelors,2015,Bangalore,3,24,Female,No,2,0,1538
Bachelors,2014,Pune,3,27,Male,No,5,0,473
Bachelors,2016,Bangalore,3,25,Male,No,3,0,1777
Masters,2017,Pune,2,25,Male,No,3,1,815
Bachelors,2015,Bangalore,3,27,Female,No,5,1,927
Bachelors,2012,Bangalore,3,36,Female,No,5,0,3772
Bachelors,2014,Bangalore,3,28,Male,No,1,1,1010
Bachelors,2012,Bangalore,3,28,Female,No,2,0,865
Bachelors,2012,Bangalore,3,38,Male,No,2,0,3304
Bachelors,2013,New Delhi,3,27,Male,No,5,0,2239
Bachelors,2015,Bangalore,3,33,Male,No,4,0,4399
Masters,2017,Pune,3,25,Male,No,3,0,1836
Bachelors,2018,Pune,3,27,Female,No,5,1,1569
Masters,2015,Pune,3,36,Male,No,3,0,3721
Bachelors,2014,Bangalore,3,36,Female,No,3,1,4439
Masters,2014,New Delhi,3,28,Female,No,2,0,2939
Masters,2014,New Delhi,3,32,Female,No,5,0,3722
Masters,2017,New Delhi,2,24,Male,No,2,1,1619
Bachelors,2015,Pune,3,23,Female,No,1,1,4093
Bachelors,2015,Pune,3,27,Male,No,5,0,2736
Bachelors,2014,Pune,2,40,Female,No,3,1,3676
Bachelors,2017,Bangalore,3,25,Male,No,3,0,1150
Bachelors,2015,Bangalore,1,24,Male,No,2,0,1173
Bachelors,2014,Pune,2,34,Female,Yes,1,1,3759
Bachelors,2016,Bangalore,1,28,Male,No,2,0,634
Bachelors,2012,Bangalore,3,33,Male,No,1,0,3746
Bachelors,2015,New Delhi,3,32,Female,No,2,0,3456
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1,819
Masters,2017,New Delhi,2,38,Female,No,2,1,3148
Bachelors,2015,Bangalore,3,26,Male,No,4,0,986
Bachelors,2018,Bangalore,3,27,Female,No,5,1,1889
Masters,2014,New Delhi,3,26,Male,No,4,1,305
Bachelors,2013,New Delhi,3,26,Male,No,4,0,2292
Bachelors,2012,Bangalore,3,24,Male,No,2,0,794
Bachelors,2017,Bangalore,3,25,Male,No,3,0,823
Bachelors,2014,New Delhi,3,27,Female,Yes,5,0,303
Bachelors,2013,Bangalore,3,27,Male,No,5,1,2045
Bachelors,2017,Pune,3,26,Female,No,4,1,2455
Bachelors,2016,Bangalore,3,26,Male,No,4,0,1255
Bachelors,2018,Bangalore,3,25,Male,No,3,1,129
Masters,2017,Pune,2,35,Male,No,3,1,3402
Bachelors,2017,Bangalore,3,35,Male,No,5,0,3323
Bachelors,2015,Pune,2,36,Female,No,1,1,3167
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,620
Bachelors,2018,Pune,3,28,Female,No,1,1,677
Bachelors,2015,Bangalore,1,28,Female,No,1,0,730
Bachelors,2016,Bangalore,3,31,Male,No,1,1,3182
Bachelors,2013,Bangalore,3,39,Male,No,5,1,4438
Bachelors,2017,Bangalore,3,37,Female,No,4,0,3259
Bachelors,2014,New Delhi,3,24,Female,No,2,0,179
Masters,2013,New Delhi,3,27,Male,No,5,0,1012
Bachelors,2017,New Delhi,3,26,Female,No,4,0,1101
Masters,2014,New Delhi,3,36,Male,No,1,1,3139
Masters,2017,New Delhi,2,26,Female,Yes,4,1,2508
PHD,2013,New Delhi,3,30,Female,No,2,0,2615
Masters,2012,New Delhi,3,26,Female,No,4,1,1156
Bachelors,2015,Bangalore,3,25,Male,No,3,0,457
Bachelors,2014,Bangalore,3,25,Female,No,3,0,1017
Bachelors,2015,Bangalore,3,25,Female,No,3,1,4561
Bachelors,2017,New Delhi,3,34,Female,No,2,1,3489
Bachelors,2012,Bangalore,3,26,Male,Yes,4,0,4199
Bachelors,2016,Pune,2,37,Female,No,5,1,3117
Bachelors,2014,Bangalore,1,25,Male,No,3,0,1782
Bachelors,2015,Bangalore,3,26,Female,No,4,1,4178
Bachelors,2012,Bangalore,3,38,Male,No,3,0,4021
Bachelors,2018,Pune,3,25,Male,Yes,3,1,519
Bachelors,2014,Bangalore,3,41,Male,No,5,0,3627
Masters,2017,New Delhi,3,28,Male,No,2,0,2191
Bachelors,2018,Bangalore,3,24,Male,No,2,1,975
Bachelors,2014,Bangalore,3,34,Male,No,4,0,3932
Masters,2017,New Delhi,1,26,Male,No,4,0,1866
Bachelors,2015,Bangalore,3,31,Male,No,2,0,3866
PHD,2014,Bangalore,3,27,Male,No,5,0,2342
Bachelors,2016,Pune,3,32,Female,No,3,1,3238
PHD,2015,New Delhi,2,25,Female,No,3,0,232
Masters,2017,Pune,2,33,Male,Yes,2,0,4493
Masters,2017,New Delhi,2,28,Male,No,2,0,663
Bachelors,2018,Bangalore,3,25,Female,No,3,1,1687
Bachelors,2017,Bangalore,3,28,Male,No,3,0,2506
Bachelors,2015,Pune,1,31,Female,No,3,1,3671
Bachelors,2016,New Delhi,3,31,Female,Yes,4,0,3588
Bachelors,2017,Bangalore,3,26,Male,No,4,0,450
Bachelors,2017,New Delhi,2,30,Male,No,4,0,2872
Bachelors,2017,Bangalore,3,24,Female,Yes,2,0,807
Bachelors,2015,Bangalore,3,29,Female,No,1,0,4477
Bachelors,2016,New Delhi,3,28,Female,No,2,0,686
Masters,2017,New Delhi,2,24,Female,No,2,1,4379
Bachelors,2015,Bangalore,3,26,Male,No,4,0,2224
Masters,2017,Pune,2,24,Male,No,2,1,704
Bachelors,2015,Bangalore,3,36,Male,No,1,0,3437
Bachelors,2018,Pune,3,38,Male,No,3,1,3820
Bachelors,2013,Bangalore,3,26,Female,No,4,0,4298
Bachelors,2013,Bangalore,3,23,Female,Yes,1,0,4518
Bachelors,2015,Bangalore,3,28,Male,No,1,0,2617
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,85
Bachelors,2018,Bangalore,3,37,Male,No,4,1,2992
Bachelors,2014,Pune,3,29,Male,No,3,0,2605
Bachelors,2017,New Delhi,2,33,Male,No,5,0,3587
Bachelors,2013,Pune,3,33,Male,No,4,0,3434
Bachelors,2017,Bangalore,3,31,Male,Yes,2,0,3869
PHD,2018,New Delhi,2,29,Female,No,1,1,2020
Bachelors,2013,Bangalore,3,41,Male,Yes,2,1,3375
Masters,2015,Pune,2,27,Female,No,5,0,1632
PHD,2014,Bangalore,3,24,Female,No,2,0,285
Bachelors,2012,New Delhi,3,29,Male,No,1,0,2079
Bachelors,2017,Bangalore,3,25,Female,No,3,0,84
Bachelors,2017,Pune,3,37,Female,No,0,0,3943
Masters,2017,New Delhi,3,28,Male,No,5,0,1359
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1999
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,1548
Bachelors,2017,Bangalore,3,33,Female,No,6,0,3970
Bachelors,2018,Bangalore,3,25,Male,No,3,1,1859
Masters,2017,Bangalore,2,30,Male,No,3,0,2697
Bachelors,2018,Bangalore,3,24,Female,No,2,1,336
Bachelors,2013,New Delhi,3,33,Female,No,1,0,3038
Bachelors,2012,Bangalore,3,29,Male,Yes,2,0,2900
Masters,2018,Bangalore,3,24,Male,No,2,1,263
Bachelors,2015,Pune,3,24,Male,No,2,0,1372
PHD,2015,New Delhi,3,31,Male,No,3,0,4280
Bachelors,2013,Pune,3,28,Female,No,2,1,979
PHD,2013,Bangalore,3,26,Male,No,4,0,1398
Bachelors,2014,New Delhi,3,24,Female,No,2,0,237
Bachelors,2014,Bangalore,3,25,Male,No,3,0,892
Bachelors,2012,Pune,3,28,Male,No,3,0,518
Bachelors,2014,Bangalore,1,34,Female,No,5,0,3678
Bachelors,2013,Bangalore,2,26,Female,No,4,1,2945
Bachelors,2015,Bangalore,3,25,Male,No,3,1,753
Bachelors,2017,Pune,3,26,Female,No,4,1,2006
Masters,2016,New Delhi,3,41,Male,No,5,1,3487
Bachelors,2012,Pune,3,28,Male,No,4,0,1138
Bachelors,2016,Bangalore,3,27,Male,No,5,0,494
Bachelors,2016,Pune,2,32,Female,No,0,1,3152
Bachelors,2018,Bangalore,3,25,Male,No,3,1,1316
PHD,2016,Bangalore,3,25,Male,No,3,0,1689
Bachelors,2012,Bangalore,3,27,Male,No,5,1,180
Bachelors,2015,Bangalore,3,25,Male,No,3,0,165
PHD,2014,Bangalore,3,28,Female,No,0,0,1758
Bachelors,2013,Bangalore,3,31,Male,No,2,1,3904
Masters,2018,New Delhi,3,40,Male,No,2,1,3100
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1440
Bachelors,2017,Bangalore,3,33,Male,No,3,0,3561
Bachelors,2017,Bangalore,3,31,Male,Yes,2,0,3869
Bachelors,2015,Pune,3,27,Male,No,5,0,393
Bachelors,2015,Bangalore,3,27,Female,No,5,0,111
Bachelors,2015,Bangalore,3,27,Male,No,5,0,1790
Bachelors,2018,Bangalore,3,27,Male,No,5,1,1410
Bachelors,2014,Bangalore,3,25,Male,No,3,0,1590
Masters,2017,New Delhi,3,35,Male,No,1,1,3553
Bachelors,2012,Bangalore,3,22,Male,No,0,0,3994
Masters,2017,New Delhi,2,27,Female,No,5,0,844
Bachelors,2012,Pune,3,24,Male,No,2,1,1284
Bachelors,2016,Bangalore,3,24,Male,No,2,0,452
Bachelors,2012,Pune,3,34,Female,No,2,1,4000
Bachelors,2013,Pune,3,27,Male,No,5,0,1383
Bachelors,2013,Bangalore,3,27,Male,No,5,1,2107
Bachelors,2014,Pune,3,33,Male,Yes,4,0,4168
Bachelors,2013,New Delhi,3,28,Female,No,3,0,2674
Bachelors,2016,Bangalore,1,26,Male,No,4,0,1130
Bachelors,2018,Bangalore,3,28,Female,No,3,1,886
Bachelors,2015,Pune,3,34,Male,No,5,0,3377
Masters,2017,New Delhi,2,31,Male,No,1,0,3196
Bachelors,2016,Bangalore,3,28,Male,No,2,0,600
Bachelors,2012,Pune,2,32,Female,No,5,1,3730
Bachelors,2016,Bangalore,3,36,Male,No,2,0,3428
Bachelors,2015,New Delhi,2,24,Female,No,2,1,1949
Bachelors,2017,New Delhi,3,28,Female,No,2,0,143
Masters,2017,New Delhi,1,25,Female,No,3,1,137
Masters,2014,Pune,3,25,Male,No,3,0,407
Bachelors,2014,Bangalore,3,37,Male,No,4,0,4388
Bachelors,2014,Bangalore,3,23,Female,No,1,0,46
Bachelors,2015,Pune,3,29,Female,No,2,1,2113
Bachelors,2014,New Delhi,3,29,Male,No,4,0,2681
Bachelors,2015,Pune,1,24,Female,No,2,1,1586
Bachelors,2016,Pune,3,26,Male,No,4,0,249
Bachelors,2014,Pune,3,28,Male,No,1,0,2486
Bachelors,2017,New Delhi,2,31,Male,No,1,0,4601
Bachelors,2014,Pune,2,40,Female,No,0,1,4464
Bachelors,2013,New Delhi,3,27,Female,No,5,1,2944
Masters,2015,New Delhi,3,24,Male,No,2,1,1015
Bachelors,2017,Pune,3,38,Male,No,2,0,4288
Bachelors,2015,Bangalore,3,38,Male,Yes,4,0,3163
Bachelors,2012,Bangalore,3,39,Female,No,2,0,3055
Bachelors,2017,New Delhi,3,28,Male,No,2,0,139
Bachelors,2015,Pune,2,36,Female,No,0,1,3720
Bachelors,2016,Bangalore,1,33,Female,Yes,3,0,3643
Bachelors,2015,Pune,2,40,Female,Yes,0,1,4142
Bachelors,2017,Pune,2,40,Female,No,2,1,3716
Bachelors,2018,Bangalore,2,26,Female,No,4,1,3993
Bachelors,2012,Bangalore,3,30,Male,No,2,0,2109
Bachelors,2014,Bangalore,3,39,Male,No,0,0,4494
Bachelors,2013,Bangalore,3,27,Male,No,5,0,2300
Bachelors,2012,Bangalore,3,36,Male,No,1,0,3912
Bachelors,2018,Pune,3,24,Male,No,2,1,1769
Masters,2018,New Delhi,3,23,Female,No,1,1,4083
Bachelors,2012,Bangalore,3,26,Male,No,4,0,1700
Bachelors,2017,New Delhi,3,33,Female,No,2,0,3179
Masters,2015,New Delhi,3,28,Male,No,0,0,1526
Bachelors,2014,Pune,3,40,Male,No,5,0,3170
Bachelors,2013,Bangalore,3,28,Male,No,0,0,1127
Bachelors,2013,Bangalore,3,41,Female,No,4,0,3407
Bachelors,2015,Bangalore,3,25,Male,No,3,1,1633
Bachelors,2012,Bangalore,3,31,Male,No,0,0,4002
Bachelors,2015,Bangalore,3,33,Male,Yes,4,0,4653
Bachelors,2014,Bangalore,3,39,Male,Yes,0,0,3039
Masters,2017,New Delhi,2,28,Female,No,2,0,1408
Bachelors,2015,Bangalore,3,28,Male,No,5,0,1491
Bachelors,2012,Bangalore,3,40,Male,No,4,0,3953
Bachelors,2015,Pune,2,25,Female,Yes,3,1,1035
Bachelors,2016,Pune,3,29,Male,No,2,0,2265
Bachelors,2014,New Delhi,3,28,Female,No,1,0,2234
Bachelors,2016,Pune,3,26,Male,No,4,0,1694
Bachelors,2017,New Delhi,2,26,Female,No,4,0,2967
Masters,2017,New Delhi,3,26,Male,Yes,4,1,400
Bachelors,2015,Pune,3,37,Male,No,5,1,3688
Masters,2016,New Delhi,3,24,Male,No,2,1,735
Bachelors,2018,Bangalore,3,29,Male,No,1,1,2963
Bachelors,2012,Pune,3,39,Male,No,0,0,3532
Bachelors,2017,New Delhi,2,40,Female,No,5,0,4356
Bachelors,2014,Pune,3,37,Male,No,4,0,3597
Bachelors,2013,Bangalore,3,30,Female,No,1,0,50
Bachelors,2015,Bangalore,3,26,Female,No,4,0,835
Bachelors,2016,Bangalore,3,26,Male,No,4,1,1560
Bachelors,2012,Pune,3,25,Female,No,3,1,4631
Bachelors,2018,Pune,2,39,Female,No,4,1,4037
Bachelors,2018,Bangalore,3,25,Male,No,3,1,1970
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,2586
Bachelors,2013,Pune,2,38,Male,No,0,1,4512
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,1488
Bachelors,2016,Bangalore,3,25,Female,No,3,0,1939
Bachelors,2016,Bangalore,1,24,Male,No,2,0,1441
Bachelors,2014,Bangalore,3,28,Male,No,3,1,472
Bachelors,2013,Pune,3,39,Female,No,2,0,3684
Bachelors,2016,Bangalore,3,39,Female,No,0,0,3910
Bachelors,2017,Bangalore,3,25,Male,No,3,0,1499
Bachelors,2014,Bangalore,3,36,Male,No,4,0,3160
Bachelors,2018,Pune,3,29,Male,Yes,1,1,2222
Bachelors,2016,Pune,3,27,Female,No,5,1,1418
Masters,2014,New Delhi,3,28,Male,No,1,1,2431
Bachelors,2013,Bangalore,1,28,Female,No,2,0,776
Masters,2014,New Delhi,3,28,Male,No,2,0,507
Masters,2017,New Delhi,2,27,Male,No,5,1,481
Bachelors,2014,Bangalore,3,27,Male,No,5,1,520
Bachelors,2014,Bangalore,3,28,Female,Yes,1,0,2321
Bachelors,2015,Bangalore,3,26,Male,No,4,0,2556
Bachelors,2017,Bangalore,3,33,Male,No,4,0,4154
Masters,2018,Bangalore,3,27,Male,Yes,5,1,2741
Bachelors,2015,Pune,2,26,Female,No,4,1,2054
Bachelors,2013,Pune,2,24,Female,No,2,1,1582
Bachelors,2017,Bangalore,3,28,Male,No,0,0,4419
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1,4313
Bachelors,2016,Bangalore,2,25,Male,No,3,1,1319
Bachelors,2014,Bangalore,3,27,Male,No,5,1,520
Bachelors,2016,Bangalore,3,25,Male,No,3,0,779
Masters,2017,Bangalore,3,26,Female,No,4,0,2043
Bachelors,2014,Bangalore,3,27,Female,Yes,5,1,1065
Masters,2012,New Delhi,1,29,Female,No,1,0,2128
Bachelors,2017,Pune,2,27,Female,No,5,1,87
Bachelors,2015,Pune,1,32,Female,No,5,1,3549
Bachelors,2018,Pune,2,36,Female,No,5,1,4035
Bachelors,2016,Bangalore,3,32,Male,No,4,0,3573
Masters,2014,New Delhi,3,37,Female,No,0,1,4637
Bachelors,2018,Pune,3,32,Male,No,1,1,2996
Masters,2014,New Delhi,3,37,Male,No,2,0,3340
Bachelors,2014,New Delhi,3,30,Female,No,3,0,4384
Bachelors,2016,Pune,3,27,Female,No,5,1,1418
Bachelors,2016,Pune,3,26,Male,No,4,0,334
Masters,2015,Pune,2,29,Female,No,2,0,2122
Bachelors,2018,Bangalore,3,24,Male,No,2,1,542
Bachelors,2013,Bangalore,3,24,Male,Yes,2,0,338
Masters,2018,New Delhi,3,38,Male,No,2,1,3712
Bachelors,2016,Bangalore,3,33,Male,No,1,0,3605
